Area,Perimeter,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness
37574,712.47,38001,218.7251761,0.748113489,0.988763454,0.93017386,0.862823536
37577,704.505,37883,218.7339077,0.75543806,0.991922498,0.951401451,0.886704226
37580,703.04,37934,218.7426389,0.798894558,0.990668002,0.95544693,0.898350628
37580,698.245,37888,218.7426389,0.786324071,0.991870777,0.968614511,0.901338009
37606,700.716,37942,218.8182952,0.785733687,0.991144378,0.96246055,0.95285947
37606,696.136,37883,218.8182952,0.780612351,0.992688013,0.975166602,0.918031475
37631,744.128,38388,218.891017,0.750353931,0.980280296,0.854004837,0.879434533
37637,703.354,37959,218.9084666,0.786332108,0.991517163,0.95604193,0.873732265
37642,699.339,37928,218.9230069,0.746894718,0.992459397,0.967179445,0.910511299
37644,695.582,37973,218.9288227,0.779153041,0.991335949,0.977707527,0.916342922
37646,703.337,37941,218.9346384,0.803577527,0.99222477,0.956316772,0.878416226
37652,693.787,37917,218.9520846,0.783274392,0.99301105,0.982982075,0.944659945
37657,704.416,37993,218.966622,0.747459309,0.991156266,0.953667886,0.868587354
37663,712.345,38084,218.9840656,0.753998919,0.988945489,0.932704375,0.937553015
37669,698.99,37937,219.0015078,0.754950297,0.992935656,0.968839931,0.900183291
37679,707.574,38045,219.030575,0.778491736,0.990379813,0.945726372,0.903396501
37681,703.836,38044,219.036388,0.75443479,0.990458417,0.95584909,0.88242469
37682,715.569,38157,219.0392945,0.774409667,0.987551432,0.924784993,0.888341653
37688,710.5,38083,219.0567323,0.777649389,0.989627918,0.938177019,0.918162545
37690,702.993,37977,219.0625446,0.77936311,0.992442794,0.958371743,0.885892852
37693,709.359,38032,219.0712627,0.775002056,0.991086454,0.941322419,0.868428792
37693,701.429,37995,219.0712627,0.769967725,0.992051586,0.962726959,0.88809931
37706,717.777,38097,219.1090374,0.767317867,0.989736725,0.919689549,0.874243077
37720,706.226,38103,219.1497105,0.755427381,0.989948298,0.950373118,0.919816871
37722,699.287,38031,219.1555204,0.798602731,0.991875049,0.96937913,0.92390695
37733,715.114,38142,219.1874717,0.778610045,0.989276913,0.927215406,0.869958651
37735,722.21,38145,219.1932805,0.791256029,0.98925154,0.909132584,0.870605067
37761,698.336,38115,219.2687813,0.781493822,0.990712318,0.973026098,0.926909836
37765,704.943,38130,219.2803945,0.783912818,0.990427485,0.954973561,0.924435168
37771,712.802,38155,219.2978131,0.748592833,0.989935788,0.93417992,0.903768188
37776,700.671,38029,219.3123276,0.735514019,0.993347182,0.966935595,0.890877228
37777,716.007,38174,219.3152304,0.770518887,0.989600251,0.925982531,0.876648453
37784,702.271,38106,219.3355488,0.801799508,0.991549887,0.962738472,0.905496471
37791,713.544,38169,219.3558653,0.764010189,0.990096675,0.932731687,0.89514038
37810,713.014,38222,219.4110006,0.78152129,0.989220868,0.934588487,0.900164483
37810,712.632,38253,219.4110006,0.797679325,0.988419209,0.935590711,0.910033576
37822,699.758,38130,219.4458158,0.785928019,0.991922371,0.97064095,0.932891867
37826,704.225,38170,219.4574196,0.764532298,0.990987687,0.958467531,0.904657421
37833,703.902,38173,219.4777248,0.760921158,0.991093181,0.959524893,0.906872775
37838,702.47,38142,219.4922274,0.777887422,0.992029783,0.963568232,0.906939565
37844,703.919,38174,219.5096292,0.767689062,0.991355373,0.959757517,0.893132492
37848,697.327,38105,219.5212297,0.795778053,0.993255478,0.978092293,0.911019629
37849,713.618,38243,219.5241297,0.775530694,0.989697461,0.933969473,0.871537182
37856,708.716,38232,219.5444288,0.744639836,0.990165307,0.947109324,0.883726349
37861,712.99,38226,219.5589269,0.747871605,0.990451525,0.935912111,0.866041227
37865,707.053,38220,219.5705248,0.779821237,0.990711669,0.951796025,0.903366709
37884,699.809,38145,219.6256062,0.755398696,0.993157688,0.972090379,0.880718261
37884,703.214,38173,219.6256062,0.799493511,0.992429204,0.962699343,0.890922318
37889,707.045,38247,219.640099,0.784142884,0.990639789,0.952420855,0.914578581
37891,713.155,38377,219.6458959,0.783665281,0.987336165,0.936220331,0.967554362
37904,710.507,38307,219.6835718,0.809395687,0.98947973,0.943535371,0.948002057
37906,699.816,38203,219.6893675,0.794908359,0.992225741,0.972635434,0.907335596
37916,732.54,38307,219.7183437,0.784912847,0.989792988,0.887911519,0.846591495
37918,701.991,38269,219.7241385,0.779484017,0.990828085,0.966923684,0.93585991
37919,701.737,38208,219.7270359,0.75343745,0.992436139,0.967649302,0.902912903
37927,697.748,38208,219.7502132,0.791845001,0.992645519,0.978951452,0.942083231
37928,703.265,38236,219.7531102,0.754185723,0.991944764,0.963677675,0.911259534
37937,700.065,38213,219.7791815,0.782044939,0.992777327,0.972738528,0.90660682
37951,699.222,38269,219.8197306,0.775729207,0.991690402,0.975445298,0.913914587
37957,713.931,38297,219.8371065,0.786429089,0.99112202,0.935813409,0.861567406
37968,709.268,38292,219.8689588,0.785306528,0.991538703,0.948433428,0.871977526
37969,699.361,38269,219.8718542,0.79331815,0.992160757,0.975520057,0.918380308
37970,703.416,38241,219.8747496,0.750039507,0.992913365,0.964330662,0.891992746
37987,701.371,38307,219.9239655,0.775878268,0.991646435,0.970396566,0.899607872
37995,703.86,38262,219.9471221,0.783402062,0.993021797,0.963748561,0.870033252
37996,723.824,38627,219.9500165,0.767813119,0.983664276,0.911342838,0.889749249
37997,706.226,38305,219.9529108,0.776177636,0.991959274,0.957352263,0.890844513
37998,727.603,38651,219.9558052,0.753495013,0.983105224,0.901948292,0.887786356
38001,725.626,38491,219.9644879,0.749260618,0.987269751,0.906941381,0.915594758
38008,715.481,38388,219.9847463,0.760464186,0.990101073,0.933015096,0.861460634
38010,713.114,38445,219.9905341,0.752613654,0.988685135,0.939268609,0.917211896
38016,702.523,38312,220.0078965,0.74893617,0.992273961,0.967955047,0.908900922
38017,707.111,38373,220.0107901,0.757808918,0.990722644,0.955460022,0.893376712
38019,716.827,38422,220.0165772,0.760273562,0.989511218,0.929783518,0.893880085
38025,713.907,38428,220.0339376,0.789588438,0.989512855,0.937552953,0.895157286
38042,723.178,38508,220.0831178,0.783886256,0.987898618,0.914077026,0.902274301
38048,710.956,38384,220.100473,0.769065955,0.991246353,0.945924011,0.877946321
38058,702.407,38365,220.1293951,0.743146138,0.991997915,0.96934453,0.902995905
38061,701.644,38398,220.138071,0.784277766,0.991223501,0.971530473,0.91652674
38066,704.695,38393,220.1525301,0.79569398,0.991482822,0.963262663,0.930237392
38067,707.292,38350,220.1554218,0.786833402,0.9926206,0.956227049,0.888170386
38084,715.166,38468,220.2045749,0.768581865,0.990017677,0.935704465,0.883736143
38090,805.266,39006,220.2219205,0.792386104,0.976516433,0.738145729,0.937537162
38091,716.472,38511,220.2248113,0.781273716,0.989094025,0.932467691,0.891460918
38093,737.757,38859,220.2305927,0.77011564,0.980287707,0.879484851,0.943298989
38094,725.104,38577,220.2334834,0.774331246,0.987479586,0.910470418,0.880304207
38095,707.285,38413,220.2363741,0.776608974,0.991721553,0.956949338,0.884224565
38104,704.491,38377,220.2623881,0.764910168,0.992886364,0.964782759,0.879135492
38115,711.327,38531,220.2941789,0.787760417,0.989203498,0.946601527,0.923746809
38116,722.078,38556,220.2970687,0.756570067,0.988588028,0.918647623,0.878558554
38117,699.123,38406,220.2999585,0.767744924,0.992475134,0.979989441,0.923325578
38118,716.011,38468,220.3028483,0.73011799,0.990901529,0.934330618,0.847565523
38118,707.806,38477,220.3028483,0.758567164,0.990669751,0.956117991,0.88440281
38121,704.92,38440,220.3115174,0.779889525,0.991701353,0.964038734,0.931163389
38122,710.41,38481,220.314407,0.774837398,0.990670721,0.949221155,0.892301743
38125,704.918,38406,220.3230756,0.793873896,0.992683435,0.96414536,0.923206892
38134,717.612,38522,220.3490794,0.778403756,0.989927833,0.930556702,0.889394217
38145,762.943,38876,220.3808577,0.740277131,0.981196625,0.82349942,0.860481887
38148,700.346,38456,220.3895237,0.774295689,0.991990847,0.977363988,0.915702937
38151,715.089,38724,220.3981894,0.777196056,0.985202975,0.937552498,0.917186842
38153,705.654,38510,220.4039663,0.784911949,0.990729681,0.962841811,0.932029147
38159,707.153,38483,220.4212961,0.750599945,0.991580698,0.958914913,0.889820232
38159,701.909,38461,220.4212961,0.784486658,0.99214789,0.973296646,0.905073429
38170,723.21,38617,220.453064,0.769106772,0.988424787,0.917071461,0.890425938
38171,707.456,38570,220.4559518,0.793180118,0.989655172,0.958394987,0.94233798
38172,712.28,38486,220.4588395,0.744093567,0.991841189,0.94548203,0.86341771
38179,719.145,38618,220.4790525,0.737672927,0.988632244,0.927687025,0.878883034
38183,721.729,38626,220.4906019,0.798173001,0.988531041,0.921152636,0.894261913
38185,713.378,38677,220.4963764,0.775361436,0.987279262,0.942894788,0.966297439
38187,732.35,38625,220.5021508,0.788287265,0.988660194,0.89472183,0.873148369
38190,706.192,38507,220.510812,0.796986519,0.991767731,0.962307644,0.881414871
38191,703.597,38438,220.513699,0.778566041,0.993574067,0.969444467,0.884229641
38192,706.381,38486,220.516586,0.814345722,0.992360858,0.96184313,0.877471593
38194,703.614,38483,220.5223598,0.769326834,0.99249019,0.96947377,0.905916702
38195,719.457,38604,220.5252467,0.778536486,0.989405243,0.927271034,0.906445611
38200,701.769,38503,220.5396804,0.758568648,0.992130483,0.9747312,0.920425411
38210,705.63,38529,220.5685449,0.782158356,0.991720522,0.964345878,0.931726452
38216,710.146,38542,220.5858618,0.776747967,0.991541695,0.952269341,0.911702961
38217,713.032,38593,220.5887479,0.75827381,0.990257301,0.94460103,0.908103424
38218,715.604,38565,220.5916338,0.76436,0.991002204,0.937847664,0.887660905
38220,709.411,38562,220.5974057,0.755918593,0.991131165,0.954343479,0.870101491
38222,709.963,38555,220.6031774,0.780773788,0.991362988,0.952909903,0.895775802
38222,715.843,38662,220.6031774,0.757936901,0.988619316,0.937319619,0.895946922
38222,701.048,38491,220.6031774,0.792330017,0.993011353,0.977299694,0.914440528
38233,709.54,38594,220.6349191,0.783110073,0.990646214,0.954320984,0.920579148
38240,703.058,38518,220.6551159,0.783767165,0.992782595,0.972177216,0.916810105
38241,709.687,38572,220.6580011,0.72155553,0.991418646,0.954125284,0.929529257
38241,705.456,38534,220.6580011,0.781161907,0.992396325,0.965604412,0.895583184
38273,710.319,38635,220.7503049,0.782999182,0.990630258,0.953225181,0.888279639
38273,704.621,38580,220.7503049,0.790601115,0.992042509,0.968704249,0.909514056
38276,706.425,38627,220.7589564,0.752812525,0.990913092,0.963838543,0.909361321
38284,716.131,38694,220.7820254,0.783817538,0.989404042,0.938085069,0.881500305
38285,709.287,38609,220.7849088,0.742331407,0.991608174,0.956300792,0.891650343
38286,725.536,38646,220.7877923,0.735279432,0.990684676,0.91396997,0.838834544
38290,708.533,38631,220.7993256,0.749799283,0.991172892,0.958462367,0.90137733
38300,709.442,38656,220.8281562,0.778455285,0.990790563,0.956257483,0.905015501
38303,704.69,38608,220.8368046,0.753699331,0.992100083,0.969273719,0.901207485
38307,710.914,38617,220.8483354,0.780469419,0.991972447,0.952475629,0.872230398
38331,702.785,38639,220.9175072,0.787974098,0.992028779,0.975247951,0.929793676
38333,718.19,38776,220.9232705,0.78515833,0.988575407,0.93390772,0.92846388
38338,718.737,38802,220.9376782,0.764131388,0.988041854,0.932608377,0.894089614
38344,719.605,38741,220.9549662,0.778558376,0.989752459,0.930505481,0.884066347
38347,705.936,38686,220.9636097,0.77801899,0.99123714,0.966964651,0.899792726
38348,705.689,38638,220.9664908,0.771279163,0.992494436,0.967666903,0.91310192
38354,715.527,38702,220.9837766,0.79630437,0.991008217,0.941387604,0.871353386
38376,720.955,38872,221.047146,0.725663717,0.987240173,0.927797618,0.917936932
38377,706.076,38698,221.050026,0.794324626,0.991704998,0.967337417,0.900985989
38380,784.252,39006,221.0586658,0.775839415,0.983951187,0.784157977,0.857973527
38396,709.443,38723,221.1047389,0.74843086,0.991555406,0.958651666,0.883075071
38407,703.703,38689,221.1364086,0.783816327,0.992711107,0.974633746,0.901673581
38411,704.969,38707,221.1479237,0.766273665,0.992352804,0.97123749,0.910469839
38426,718.102,38830,221.1911001,0.775781313,0.989595673,0.936402943,0.890555113
38426,721.068,38886,221.1911001,0.777319254,0.98817055,0.928715293,0.958702232
38426,709.22,38709,221.1911001,0.753052306,0.992689039,0.960004114,0.905079155
38426,711.412,38799,221.1911001,0.752094261,0.99038635,0.954097306,0.89661184
38438,706.251,38751,221.2256351,0.755909538,0.991922789,0.968394903,0.903275608
38445,705.779,38763,221.245778,0.76966967,0.991796301,0.969867184,0.940740691
38457,710.385,38801,221.2803045,0.778986388,0.991134249,0.957629908,0.91933345
38463,714.965,38878,221.2975658,0.791419753,0.989325583,0.945547726,0.968443994
38472,734.036,38999,221.3234551,0.75346651,0.986486833,0.897263308,0.881590272
38475,708.856,38772,221.3320842,0.764758497,0.992339833,0.962215732,0.884975413
38487,711.559,38835,221.3665972,0.791327412,0.991039011,0.955217107,0.868091128
38489,707.978,38782,221.3723489,0.78887067,0.992444949,0.964954791,0.906819981
38493,728.181,38990,221.3838517,0.750760649,0.987253142,0.912248038,0.911035228
38495,797.002,39373,221.3896029,0.765429889,0.977700455,0.76154464,0.882191907
38495,714.189,38855,221.3896029,0.770855861,0.990734783,0.948391983,0.887281485
38511,711.884,38826,221.4356071,0.764289116,0.99188688,0.954940243,0.891502964
38511,711.112,38797,221.4356071,0.805029474,0.992628296,0.95701478,0.886967613
38512,710.718,38880,221.4384821,0.757662798,0.990534979,0.958101031,0.899382685
38518,716.158,38895,221.455731,0.750896756,0.990307237,0.943747681,0.906948434
38533,719.241,38942,221.4988473,0.784147334,0.989497201,0.93603872,0.879598249
38542,723.764,38941,221.5247131,0.786571429,0.98975373,0.924592053,0.869708003
38543,717.555,38878,221.5275869,0.783394309,0.991383302,0.940686668,0.868819108
38548,704.398,38857,221.5419553,0.783750813,0.992047765,0.976282458,0.914695776
38550,714.519,38916,221.5477024,0.792036489,0.990595128,0.948869928,0.928978594
38552,714.493,38959,221.5534494,0.801663548,0.98955312,0.948988218,0.942792331
38554,702.846,38816,221.5591962,0.764960317,0.993250206,0.980751434,0.905744035
38554,709.931,38842,221.5591962,0.773865917,0.992585346,0.961273624,0.876430937
38559,741.248,39182,221.5735625,0.77118,0.984099842,0.881878099,0.88925302
38559,715.718,39012,221.5735625,0.768490284,0.988388188,0.945914204,0.952586877
38567,707.74,38880,221.5965467,0.779509257,0.991949588,0.967560741,0.903442178
38577,728.126,38948,221.6252736,0.782685441,0.990474479,0.914376881,0.908757982
38579,716.173,39039,221.6310186,0.797944072,0.988216911,0.945202676,0.905525777
38581,709.625,38948,221.6367634,0.779792222,0.99057718,0.962776607,0.947032989
38591,715.273,38926,221.6654851,0.790734366,0.991393927,0.947877541,0.871075755
38594,725.607,38974,221.6741009,0.808589985,0.99024991,0.921142306,0.848534087
38594,708.534,38925,221.6741009,0.765936334,0.991496468,0.966069266,0.900586706
38600,716.517,38940,221.6913314,0.715265167,0.991268618,0.944809325,0.872356483
38602,712.975,38979,221.6970746,0.751596573,0.990328125,0.954269551,0.897714946
38609,710.915,38911,221.7171748,0.773820499,0.992238699,0.959981938,0.891575278
38613,712.049,38925,221.7286597,0.766587254,0.991984586,0.957025803,0.879066787
38618,706.341,38913,221.7430151,0.79148221,0.992418986,0.972681846,0.916804894
38625,724.328,39111,221.763111,0.769928439,0.987573828,0.925140745,0.918471427
38627,715.538,38930,221.7688524,0.773328795,0.992216799,0.948059159,0.871343436
38628,720.599,39014,221.771723,0.74025526,0.990106116,0.934813072,0.882089509
38631,710.756,39019,221.7803347,0.78654179,0.990056127,0.960958749,0.939733942
38641,718.184,39027,221.8090378,0.753206503,0.990109411,0.941427261,0.895305347
38642,723.426,39103,221.8119079,0.767010719,0.988210623,0.927857395,0.938032676
38650,705.316,38932,221.8348674,0.784373415,0.992756601,0.976319336,0.900989957
38653,713.967,38972,221.8434766,0.772303143,0.991814636,0.952876887,0.88668037
38669,721.004,39053,221.8893868,0.740700303,0.990167209,0.934754268,0.893520687
38670,711.562,39010,221.8922558,0.763625592,0.991284286,0.95975093,0.903759073
38677,741.296,39266,221.9123383,0.776896192,0.984999745,0.88446231,0.863447547
38677,710.617,38972,221.9123383,0.774298813,0.992430463,0.962479435,0.891820399
38692,706.244,38959,221.9553659,0.767728878,0.993146641,0.974813423,0.946115799
38695,713.214,39019,221.9639705,0.773590564,0.991696353,0.955927589,0.907708007
38701,718.151,39125,221.9811785,0.764600126,0.989162939,0.942975723,0.894238766
38702,705.036,38966,221.9840464,0.774799303,0.993224863,0.978409557,0.921981162
38702,714.602,39018,221.9840464,0.79300877,0.991901174,0.952389981,0.881217912
38702,708.716,39004,221.9840464,0.751072212,0.992257204,0.968275175,0.88357178
38713,711.163,39057,222.0155907,0.771928775,0.99119236,0.96189659,0.913794528
38723,716.994,39073,222.0442634,0.755231798,0.991042408,0.94655928,0.873189106
38727,711.247,39004,222.0557314,0.749144018,0.992898164,0.962017172,0.9060434
38729,727.147,39234,222.0614652,0.782783572,0.987128511,0.920453205,0.923259683
38746,714.422,39096,222.1101965,0.767916601,0.991047678,0.953953265,0.886528635
38747,704.737,39008,222.1130627,0.791886368,0.993309065,0.980378549,0.904582518
38760,709.626,39056,222.1503202,0.769520935,0.992421139,0.96724077,0.89876169
38768,717.447,39165,222.1732447,0.769389537,0.989863398,0.946462939,0.906348317
38771,716.198,39156,222.1818408,0.782114904,0.990167535,0.949840446,0.891051873
38776,711.692,39108,222.1961669,0.775209916,0.991510688,0.962030194,0.917847338
38792,718.64,39186,222.2420042,0.760985562,0.989945389,0.943907119,0.915398568
38794,721.177,39179,222.2477332,0.779778894,0.990173307,0.937326057,0.874781819
38795,715.694,39140,222.2505976,0.800871163,0.991185488,0.951767493,0.889458636
38798,716.355,39139,222.2591907,0.792539935,0.991287463,0.950085324,0.882966091
38800,721.457,39236,222.2649193,0.774512935,0.988887756,0.936743496,0.895264068
38802,707.093,39092,222.2706477,0.791958363,0.992581602,0.975238639,0.904452895
38807,711.716,39161,222.284968,0.791527291,0.990960394,0.962734369,0.905373125
38807,722.477,39200,222.284968,0.754882509,0.98997449,0.93426888,0.884358808
38814,717.913,39196,222.305015,0.745992697,0.990254108,0.946356197,0.874027751
38819,730.463,39314,222.3193331,0.780281407,0.987409065,0.914234829,0.892212938
38823,724.18,39221,222.330787,0.748568344,0.989852375,0.930263332,0.871229346
38825,721.732,39189,222.3365137,0.760201284,0.990711679,0.936632894,0.891909922
38830,710.511,39153,222.3508298,0.765123153,0.991750313,0.966575188,0.892884855
38830,724.363,39225,222.3508298,0.761193445,0.989929892,0.929961003,0.877138316
38834,713.685,39151,222.3622821,0.772600668,0.991903144,0.958095615,0.893708074
38837,715.528,39154,222.3708708,0.787960558,0.991903765,0.953240032,0.877922181
38838,711.171,39190,222.3737337,0.78785297,0.991018117,0.964980737,0.910474997
38841,721.773,39169,222.382322,0.787147374,0.991626031,0.936912434,0.862261341
38844,708.154,39120,222.3909101,0.780470163,0.992944785,0.973370958,0.900689539
38845,710.022,39162,222.3937727,0.769086085,0.991905419,0.96828093,0.915773688
38848,709.386,39160,222.4023602,0.774234694,0.992032686,0.970092848,0.904875038
38848,719.237,39210,222.4023602,0.728076916,0.990767661,0.943701157,0.852953284
38852,716.903,39209,222.4138098,0.744291188,0.990894948,0.949953722,0.882296679
38854,714.487,39202,222.4195344,0.786932394,0.991122902,0.956438253,0.922501454
38855,727.362,39228,222.4223966,0.789799984,0.990491486,0.922901944,0.869243724
38865,711.966,39179,222.4510169,0.762133543,0.991985502,0.963496247,0.888353484
38866,727.944,39268,222.4538787,0.754914148,0.989762657,0.921687651,0.886896004
38867,719.796,39272,222.4567405,0.781843418,0.989687309,0.942696786,0.883278107
38871,717.084,39136,222.4681873,0.774322709,0.993228741,0.949938551,0.853980697
38886,716.01,39295,222.5111074,0.74242511,0.989591551,0.953158138,0.914628951
38887,710.41,39248,222.5139685,0.808276693,0.990802079,0.968269321,0.901530501
38888,711.477,39192,222.5168295,0.793713644,0.992243315,0.965392103,0.908891276
38890,718.332,39276,222.5225514,0.758148784,0.990172115,0.947103365,0.915682078
38896,726.873,39321,222.5397163,0.782175032,0.989191526,0.925119279,0.923079404
38897,708.832,39175,222.542577,0.764079596,0.992903638,0.972835343,0.893906614
38898,728.258,39279,222.5454376,0.738522878,0.99030016,0.921651232,0.87203264
38899,720.474,39215,222.5482982,0.762321908,0.991941859,0.941698058,0.874279352
38927,716.92,39284,222.6283804,0.752154423,0.990912331,0.951742377,0.914237621
38928,717.454,39271,222.6312399,0.801713485,0.99126582,0.950350556,0.882386513
38929,715.093,39229,222.6340994,0.75030838,0.992352596,0.956660975,0.89903324
38934,708.524,39207,222.6483964,0.795350547,0.993036958,0.974607518,0.918169911
38938,781.143,39426,222.6598334,0.788138852,0.987622381,0.801904064,0.922616146
38940,715.812,39325,222.6655516,0.769185185,0.99020979,0.955009874,0.921717257
38944,712.513,39279,222.6769877,0.76107094,0.99147127,0.963972923,0.89600279
38945,718.24,39299,222.6798466,0.783917069,0.990992137,0.948685791,0.920628448
38959,718.457,39336,222.7198676,0.772996032,0.990415904,0.948453632,0.861445156
38971,716.507,39315,222.7541656,0.754915445,0.991250159,0.953916891,0.891444841
38974,717.63,39309,222.7627393,0.76103257,0.991477779,0.951006912,0.905960921
38976,716.184,39281,222.7684549,0.768939394,0.992235432,0.954900019,0.864299675
38986,713.852,39300,222.7970307,0.776335179,0.992010178,0.961395713,0.911958507
38988,713.031,39351,222.8027454,0.782577278,0.99077533,0.963660367,0.928997883
38990,720.442,39379,222.80846,0.763746058,0.990121638,0.943984912,0.946858179
38997,719.366,39347,222.8284599,0.784679464,0.991104786,0.946980961,0.885432861
39014,709.353,39295,222.8770235,0.762438929,0.992848963,0.974328764,0.921835968
39023,711.172,39313,222.9027294,0.783594378,0.992623305,0.969574576,0.898108202
39034,707.518,39306,222.9341436,0.770387621,0.993079937,0.979891376,0.923866818
39037,712.794,39368,222.9427104,0.741443495,0.991592156,0.965513228,0.888989261
39040,717.134,39366,222.9512768,0.754746162,0.991718742,0.953935578,0.896351114
39052,711.179,39399,222.9855392,0.79103873,0.99119267,0.970276016,0.911948401
39059,724.031,39468,223.0055232,0.763676534,0.989637174,0.936303532,0.889754879
39064,717.191,39399,223.0197964,0.762283886,0.991497246,0.954370295,0.899821448
39070,715.415,39403,223.036923,0.769155052,0.991548867,0.959261892,0.885160679
39073,727.356,39539,223.0454858,0.762072866,0.988214168,0.928095293,0.895220593
39074,781.022,39744,223.04834,0.728611919,0.98314211,0.804954257,0.879168028
39082,719.5,39529,223.0711722,0.749328936,0.988691846,0.948691584,0.901238892
39085,708.873,39341,223.0797337,0.777594302,0.993492794,0.977424251,0.905590954
39087,716.009,39382,223.0854412,0.782506857,0.992509268,0.958087646,0.878862911
39088,719.97,39470,223.0882949,0.783420852,0.990321763,0.947598823,0.877451794
39091,717.854,39454,223.0968557,0.745556149,0.990799412,0.95326664,0.899112682
39099,730.036,39497,223.119683,0.742508261,0.989923285,0.921906677,0.900640433
39101,727.736,39601,223.1253895,0.753347591,0.987374056,0.927790689,0.909714258
39102,715.945,39444,223.1282427,0.751932618,0.99132948,0.958626686,0.87644063
39104,714.999,39434,223.1339489,0.795556731,0.991631587,0.961214203,0.896096195
39108,717.398,39413,223.145361,0.787721312,0.992261437,0.954893962,0.871333223
39122,725.817,39532,223.1852985,0.790774766,0.989628655,0.933204106,0.909577624
39122,711.642,39447,223.1852985,0.791686903,0.991761097,0.970750828,0.923617725
39123,714.166,39456,223.1881509,0.771748136,0.991560219,0.963925951,0.906731366
39124,714.589,39451,223.1910033,0.768584001,0.991711237,0.962809709,0.889559757
39139,714.71,39431,223.2337845,0.79408781,0.992594659,0.962852743,0.875729122
39141,713.315,39440,223.239488,0.760758017,0.992418864,0.966671841,0.878894064
39141,711.099,39419,223.239488,0.759341171,0.992947563,0.972706113,0.895961466
39145,716.674,39458,223.2508947,0.765208382,0.992067515,0.957729497,0.883131849
39152,721.127,39565,223.2708549,0.787449718,0.989561481,0.946107103,0.915888224
39158,727.678,39634,223.2879623,0.76331384,0.98799011,0.92929131,0.918776275
39159,725.519,39528,223.2908134,0.753927609,0.990664845,0.934854184,0.868218303
39160,731.796,39585,223.2936644,0.747256941,0.98926361,0.918908956,0.85345812
39175,719.195,39457,223.336426,0.756390948,0.992852979,0.95175584,0.861772329
39180,709.775,39457,223.350678,0.757306324,0.992979699,0.977311252,0.915955356
39183,721.153,39567,223.3592288,0.753765654,0.990294943,0.946787944,0.878816497
39188,713.669,39536,223.3734794,0.763958203,0.991197896,0.966872701,0.902780547
39192,709.658,39464,223.3848792,0.782978723,0.993107642,0.977932962,0.922466897
39195,738.413,39617,223.3934286,0.754040015,0.989348007,0.903320497,0.893983274
39198,717.099,39556,223.4019778,0.797680098,0.99094954,0.957889778,0.9374393
39202,723.947,39642,223.4133761,0.783272393,0.988900661,0.939949547,0.892132699
39208,713.397,39469,223.4304726,0.77639604,0.993387215,0.968103959,0.888072931
39215,709.517,39488,223.4504168,0.77324263,0.993086507,0.978895816,0.91384875
39215,721.759,39711,223.4504168,0.738679174,0.987509758,0.945970661,0.868953342
39224,715.918,39565,223.4760567,0.778439311,0.991381271,0.961690178,0.903300154
39227,726.769,39595,223.4846026,0.739852886,0.990705897,0.933258965,0.843281649
39234,715.421,39502,223.504542,0.793086719,0.993215533,0.963272326,0.870869516
39245,713.933,39588,223.5358717,0.779134405,0.991335758,0.96756307,0.922125391
39246,715.008,39569,223.5387196,0.778875923,0.991837044,0.964680415,0.903253024
39257,723.526,39588,223.5700445,0.760455611,0.99163888,0.942364002,0.87646801
39261,714.215,39589,223.5814343,0.77946753,0.99171487,0.967193317,0.918555417
39263,742.362,39768,223.587129,0.781586543,0.987301348,0.895286174,0.861219079
39273,729.415,39696,223.6156002,0.753540044,0.989344015,0.927586803,0.88108337
39276,720.452,39597,223.6241408,0.745699639,0.991893325,0.950882846,0.858518591
39276,725.636,39601,223.6241408,0.773987585,0.991793137,0.937345015,0.865976762
39277,720.153,39599,223.6269876,0.772773777,0.991868482,0.951696834,0.870157142
39282,750.197,39865,223.6412211,0.70901018,0.985375643,0.877107469,0.828757554
39285,727.629,39709,223.6497608,0.755771451,0.98932232,0.932430824,0.909626502
39285,727.618,39686,223.6497608,0.784507549,0.989895681,0.932459017,0.886262697
39288,723.891,39616,223.6583002,0.752759044,0.991720517,0.942157329,0.862059717
39295,732.803,39881,223.678224,0.805390449,0.985306286,0.919544349,0.91596662
39301,729.001,39776,223.6953002,0.764968078,0.988058126,0.929302738,0.892669034
39306,724.304,39704,223.7095294,0.753103924,0.989975821,0.941514356,0.885465337
39313,714.895,39634,223.7294487,0.769907172,0.991900893,0.966632808,0.91694777
39323,747.5,39924,223.7579018,0.768687935,0.984946398,0.884370227,0.896578998
39325,719.707,39710,223.763592,0.776376056,0.990304709,0.954041226,0.889321648
39330,724.501,39743,223.7778168,0.786285486,0.989608233,0.941576979,0.912829605
39334,714.221,39735,223.789196,0.801295632,0.989908141,0.968975389,0.928427256
39336,722.8,39664,223.7948854,0.775857988,0.991730537,0.94615823,0.858618732
39336,729.453,39808,223.7948854,0.780941036,0.988143087,0.928978001,0.945365423
39339,721.525,39685,223.8034192,0.778928402,0.991281341,0.949577494,0.893969767
39341,732.772,39772,223.8091082,0.768138863,0.98916323,0.920698693,0.854076378
39343,716.234,39669,223.8147971,0.74407565,0.991781996,0.963756833,0.893037238
39364,714.687,39692,223.8745216,0.78476874,0.99173637,0.968450265,0.897716565
39366,724.816,39741,223.8802089,0.784433286,0.990563901,0.941619858,0.878826972
39367,728.934,39776,223.8830524,0.767447754,0.989717418,0.931034488,0.903675511
